experiment,condition,mode,seed,step,phase_G0,phase_G1,phase_S,phase_G2,phase_M
perturbation_IL2_KO,IL2_KO,rules,456,14,0.5326,0.2189,0.1755,0.0637,0.0093
perturbation_IL2_KO,IL2_KO,rules,456,15,0.5273,0.1903,0.1919,0.0827,0.0078
perturbation_IL2_KO,IL2_KO,rules,456,16,0.5313,0.1755,0.1928,0.0862,0.0141
perturbation_IL2_KO,IL2_KO,rules,456,17,0.546,0.1466,0.1919,0.0952,0.0203
perturbation_IL2_KO,IL2_KO,rules,456,18,0.5628,0.1364,0.1705,0.1085,0.0217
perturbation_IL2_KO,IL2_KO,rules,456,19,0.5681,0.1549,0.1549,0.1017,0.0203
perturbation_IL2_KO,IL2_KO,rules,456,20,0.5699,0.1507,0.1554,0.1099,0.0141
perturbation_IL2_KO,IL2_KO,rules,456,21,0.5946,0.1138,0.1522,0.1154,0.024
perturbation_IL2_KO,IL2_KO,rules,456,22,0.6266,0.0987,0.1513,0.0888,0.0345
perturbation_IL2_KO,IL2_KO,rules,456,23,0.6749,0.0887,0.1232,0.0936,0.0197
perturbation_IL2_KO,IL2_KO,rules,456,24,0.7007,0.0819,0.1154,0.0803,0.0217
perturbation_IL2_KO,IL2_KO,rules,456,25,0.7237,0.0725,0.114,0.0639,0.0259
perturbation_IL2_KO,IL2_KO,rules,456,26,0.7518,0.0355,0.1188,0.0816,0.0124
perturbation_IL2_KO,IL2_KO,rules,456,27,0.763,0.0056,0.1185,0.0833,0.0296
perturbation_IL2_KO,IL2_KO,rules,456,28,0.8011,0.0057,0.1023,0.0833,0.0076
perturbation_IL2_KO,IL2_KO,rules,456,29,0.804,0.004,0.097,0.0851,0.0099
perturbation_IL2_KO,IL2_KO,rules,456,30,0.8112,0.0062,0.0892,0.0643,0.029
perturbation_PD1_KO,PD1_KO,deepseek,123,1,0.6466,0.1466,0.1064,0.0863,0.0141
perturbation_PD1_KO,PD1_KO,deepseek,123,2,0.6356,0.168,0.0931,0.083,0.0202
perturbation_PD1_KO,PD1_KO,deepseek,123,3,0.6452,0.1673,0.0927,0.0806,0.0141
perturbation_PD1_KO,PD1_KO,deepseek,123,4,0.6393,0.1723,0.0922,0.0741,0.022
perturbation_PD1_KO,PD1_KO,deepseek,123,5,0.6707,0.1537,0.0838,0.0739,0.018
perturbation_PD1_KO,PD1_KO,deepseek,123,6,0.6592,0.1805,0.0872,0.0527,0.0203
perturbation_PD1_KO,PD1_KO,deepseek,123,7,0.6525,0.198,0.0909,0.0444,0.0141
perturbation_PD1_KO,PD1_KO,deepseek,123,8,0.6485,0.2,0.099,0.0424,0.0101
perturbation_PD1_KO,PD1_KO,deepseek,123,9,0.6505,0.1758,0.1131,0.0424,0.0182
perturbation_PD1_KO,PD1_KO,deepseek,123,10,0.6794,0.1532,0.1069,0.0544,0.006
perturbation_PD1_KO,PD1_KO,deepseek,123,11,0.643,0.1744,0.1156,0.0629,0.0041
perturbation_PD1_KO,PD1_KO,deepseek,123,12,0.6496,0.1721,0.1045,0.0615,0.0123
perturbation_PD1_KO,PD1_KO,deepseek,123,13,0.6673,0.1408,0.1184,0.0551,0.0184
perturbation_PD1_KO,PD1_KO,deepseek,123,14,0.6822,0.1113,0.1336,0.0547,0.0182
perturbation_PD1_KO,PD1_KO,deepseek,123,15,0.7131,0.0788,0.1313,0.0646,0.0121
perturbation_PD1_KO,PD1_KO,deepseek,123,16,0.6694,0.1245,0.1306,0.0653,0.0102
perturbation_PD1_KO,PD1_KO,deepseek,123,17,0.6735,0.1327,0.1061,0.0735,0.0143
perturbation_PD1_KO,PD1_KO,deepseek,123,18,0.6762,0.112,0.1385,0.057,0.0163
perturbation_PD1_KO,PD1_KO,deepseek,123,19,0.6776,0.1294,0.1109,0.0595,0.0226
perturbation_PD1_KO,PD1_KO,deepseek,123,20,0.7102,0.1224,0.0837,0.0735,0.0102
perturbation_PD1_KO,PD1_KO,deepseek,123,21,0.6998,0.1366,0.0663,0.0766,0.0207
perturbation_PD1_KO,PD1_KO,deepseek,123,22,0.7223,0.1399,0.0438,0.0939,0
perturbation_PD1_KO,PD1_KO,deepseek,123,23,0.7286,0.0812,0.1026,0.0641,0.0235
perturbation_PD1_KO,PD1_KO,deepseek,123,24,0.7694,0.069,0.0819,0.0603,0.0194
perturbation_PD1_KO,PD1_KO,deepseek,123,25,0.7918,0.0564,0.0954,0.0347,0.0217
perturbation_PD1_KO,PD1_KO,deepseek,123,26,0.8121,0.0425,0.1051,0.0268,0.0134
perturbation_PD1_KO,PD1_KO,deepseek,123,27,0.8265,0.0457,0.0913,0.0365,0
perturbation_PD1_KO,PD1_KO,deepseek,123,28,0.827,0.0166,0.1232,0.0118,0.0213
perturbation_PD1_KO,PD1_KO,deepseek,123,29,0.8531,0.0142,0.0687,0.064,0
perturbation_PD1_KO,PD1_KO,deepseek,123,30,0.8526,0.0123,0.0614,0.0688,0.0049
perturbation_PD1_KO,PD1_KO,deepseek,42,1,0.6491,0.1359,0.1176,0.073,0.0243
perturbation_PD1_KO,PD1_KO,deepseek,42,2,0.6687,0.1341,0.1118,0.0691,0.0163
perturbation_PD1_KO,PD1_KO,deepseek,42,3,0.6491,0.1521,0.1116,0.0669,0.0203
perturbation_PD1_KO,PD1_KO,deepseek,42,4,0.644,0.174,0.102,0.07,0.01
perturbation_PD1_KO,PD1_KO,deepseek,42,5,0.6547,0.1597,0.1038,0.0699,0.012
perturbation_PD1_KO,PD1_KO,deepseek,42,6,0.6364,0.1798,0.101,0.0646,0.0182
perturbation_PD1_KO,PD1_KO,deepseek,42,7,0.6511,0.1805,0.0872,0.0629,0.0183
perturbation_PD1_KO,PD1_KO,deepseek,42,8,0.6446,0.2008,0.0783,0.0622,0.0141
perturbation_PD1_KO,PD1_KO,deepseek,42,9,0.6472,0.1895,0.0827,0.0706,0.0101
perturbation_PD1_KO,PD1_KO,deepseek,42,10,0.6647,0.1466,0.1104,0.0622,0.0161
perturbation_PD1_KO,PD1_KO,deepseek,42,11,0.6586,0.1426,0.1285,0.0522,0.0181
perturbation_PD1_KO,PD1_KO,deepseek,42,12,0.6607,0.1577,0.1138,0.0519,0.016
perturbation_PD1_KO,PD1_KO,deepseek,42,13,0.6614,0.1465,0.1347,0.0416,0.0158
perturbation_PD1_KO,PD1_KO,deepseek,42,14,0.6627,0.1409,0.1488,0.0437,0.004
perturbation_PD1_KO,PD1_KO,deepseek,42,15,0.6673,0.1116,0.1514,0.0598,0.01
perturbation_PD1_KO,PD1_KO,deepseek,42,16,0.6518,0.1194,0.1356,0.0769,0.0162
perturbation_PD1_KO,PD1_KO,deepseek,42,17,0.6593,0.1303,0.1042,0.0962,0.01
perturbation_PD1_KO,PD1_KO,deepseek,42,18,0.6492,0.123,0.127,0.0927,0.0081
perturbation_PD1_KO,PD1_KO,deepseek,42,19,0.6421,0.1207,0.1166,0.0961,0.0245
perturbation_PD1_KO,PD1_KO,deepseek,42,20,0.6797,0.1006,0.1088,0.078,0.0329
perturbation_PD1_KO,PD1_KO,deepseek,42,21,0.7157,0.092,0.092,0.0798,0.0204
perturbation_PD1_KO,PD1_KO,deepseek,42,22,0.7382,0.0961,0.0716,0.0879,0.0061
perturbation_PD1_KO,PD1_KO,deepseek,42,23,0.7417,0.0744,0.0971,0.062,0.0248
perturbation_PD1_KO,PD1_KO,deepseek,42,24,0.7773,0.0598,0.0784,0.0619,0.0227
perturbation_PD1_KO,PD1_KO,deepseek,42,25,0.8057,0.0368,0.0838,0.0511,0.0225
perturbation_PD1_KO,PD1_KO,deepseek,42,26,0.8264,0.0272,0.0879,0.0439,0.0146
perturbation_PD1_KO,PD1_KO,deepseek,42,27,0.8386,0.0297,0.0722,0.0594,0
perturbation_PD1_KO,PD1_KO,deepseek,42,28,0.8281,0.0226,0.086,0.0407,0.0226
perturbation_PD1_KO,PD1_KO,deepseek,42,29,0.8512,0.0186,0.0651,0.0512,0.014
perturbation_PD1_KO,PD1_KO,deepseek,42,30,0.8646,0.0143,0.057,0.0523,0.0119
perturbation_PD1_KO,PD1_KO,deepseek,456,1,0.6347,0.1397,0.1238,0.0838,0.018
perturbation_PD1_KO,PD1_KO,deepseek,456,2,0.64,0.136,0.108,0.096,0.02
perturbation_PD1_KO,PD1_KO,deepseek,456,3,0.6462,0.1423,0.1126,0.0751,0.0237
perturbation_PD1_KO,PD1_KO,deepseek,456,4,0.6362,0.1712,0.0875,0.0856,0.0195
perturbation_PD1_KO,PD1_KO,deepseek,456,5,0.6628,0.1618,0.0838,0.0741,0.0175
perturbation_PD1_KO,PD1_KO,deepseek,456,6,0.6403,0.1937,0.081,0.0553,0.0296
perturbation_PD1_KO,PD1_KO,deepseek,456,7,0.6486,0.2008,0.0849,0.0598,0.0058
perturbation_PD1_KO,PD1_KO,deepseek,456,8,0.6082,0.2261,0.0858,0.0546,0.0253
perturbation_PD1_KO,PD1_KO,deepseek,456,9,0.6301,0.21,0.0944,0.0559,0.0096
perturbation_PD1_KO,PD1_KO,deepseek,456,10,0.6455,0.1869,0.106,0.052,0.0096
perturbation_PD1_KO,PD1_KO,deepseek,456,11,0.6199,0.191,0.1287,0.0448,0.0156
perturbation_PD1_KO,PD1_KO,deepseek,456,12,0.6216,0.2008,0.1216,0.0386,0.0174
perturbation_PD1_KO,PD1_KO,deepseek,456,13,0.6192,0.1865,0.1385,0.0462,0.0096
perturbation_PD1_KO,PD1_KO,deepseek,456,14,0.6155,0.1786,0.1417,0.0563,0.0078
perturbation_PD1_KO,PD1_KO,deepseek,456,15,0.6298,0.1298,0.1628,0.0678,0.0097
perturbation_PD1_KO,PD1_KO,deepseek,456,16,0.6216,0.1392,0.1569,0.0706,0.0118
perturbation_PD1_KO,PD1_KO,deepseek,456,17,0.6238,0.1481,0.1248,0.0858,0.0175
perturbation_PD1_KO,PD1_KO,deepseek,456,18,0.6445,0.123,0.1465,0.0723,0.0137
perturbation_PD1_KO,PD1_KO,deepseek,456,19,0.6445,0.123,0.1289,0.0859,0.0176
perturbation_PD1_KO,PD1_KO,deepseek,456,20,0.6738,0.0951,0.134,0.0816,0.0155
perturbation_PD1_KO,PD1_KO,deepseek,456,21,0.685,0.0906,0.1122,0.0906,0.0217
perturbation_PD1_KO,PD1_KO,deepseek,456,22,0.7118,0.0902,0.098,0.0941,0.0059
perturbation_PD1_KO,PD1_KO,deepseek,456,23,0.7197,0.0636,0.1193,0.0716,0.0258
perturbation_PD1_KO,PD1_KO,deepseek,456,24,0.751,0.0462,0.1004,0.0843,0.0181
perturbation_PD1_KO,PD1_KO,deepseek,456,25,0.7771,0.0341,0.0924,0.0562,0.0402
perturbation_PD1_KO,PD1_KO,deepseek,456,26,0.8116,0.0281,0.0822,0.0701,0.008
perturbation_PD1_KO,PD1_KO,deepseek,456,27,0.8169,0.035,0.0597,0.0885,0
perturbation_PD1_KO,PD1_KO,deepseek,456,28,0.8198,0.0264,0.0681,0.0593,0.0264
perturbation_PD1_KO,PD1_KO,deepseek,456,29,0.8543,0.0243,0.0464,0.0596,0.0155
perturbation_PD1_KO,PD1_KO,deepseek,456,30,0.8756,0.0244,0.0378,0.04,0.0222
perturbation_PD1_KO,PD1_KO,rules,123,1,0.6466,0.1466,0.1064,0.0863,0.0141
perturbation_PD1_KO,PD1_KO,rules,123,2,0.6356,0.168,0.0931,0.083,0.0202
perturbation_PD1_KO,PD1_KO,rules,123,3,0.6452,0.1673,0.0927,0.0806,0.0141
perturbation_PD1_KO,PD1_KO,rules,123,4,0.6393,0.1723,0.0922,0.0741,0.022
perturbation_PD1_KO,PD1_KO,rules,123,5,0.6403,0.1838,0.083,0.0751,0.0178
perturbation_PD1_KO,PD1_KO,rules,123,6,0.6535,0.1822,0.0911,0.0554,0.0178
perturbation_PD1_KO,PD1_KO,rules,123,7,0.6451,0.1961,0.0941,0.049,0.0157
perturbation_PD1_KO,PD1_KO,rules,123,8,0.6291,0.2097,0.101,0.0466,0.0136
perturbation_PD1_KO,PD1_KO,rules,123,9,0.635,0.1864,0.1126,0.0466,0.0194
perturbation_PD1_KO,PD1_KO,rules,123,10,0.6398,0.1858,0.113,0.0556,0.0057
perturbation_PD1_KO,PD1_KO,rules,123,11,0.6304,0.179,0.1226,0.0623,0.0058
perturbation_PD1_KO,PD1_KO,rules,123,12,0.6419,0.1468,0.135,0.0646,0.0117
perturbation_PD1_KO,PD1_KO,rules,123,13,0.6548,0.1321,0.1341,0.0592,0.0197
perturbation_PD1_KO,PD1_KO,rules,123,14,0.6766,0.1118,0.1357,0.0599,0.016
perturbation_PD1_KO,PD1_KO,rules,123,15,0.6713,0.1122,0.1283,0.0762,0.012
perturbation_PD1_KO,PD1_KO,rules,123,16,0.6714,0.1095,0.1217,0.0832,0.0142
perturbation_PD1_KO,PD1_KO,rules,123,17,0.6823,0.1018,0.112,0.0896,0.0143
perturbation_PD1_KO,PD1_KO,rules,123,18,0.6923,0.0956,0.1102,0.0832,0.0187
perturbation_PD1_KO,PD1_KO,rules,123,19,0.7048,0.1102,0.0956,0.0624,0.027
perturbation_PD1_KO,PD1_KO,rules,123,20,0.7265,0.1169,0.0835,0.0522,0.0209
perturbation_PD1_KO,PD1_KO,rules,123,21,0.7532,0.1097,0.0633,0.0612,0.0127
perturbation_PD1_KO,PD1_KO,rules,123,22,0.772,0.0882,0.0645,0.0667,0.0086
perturbation_PD1_KO,PD1_KO,rules,123,23,0.7873,0.0614,0.0702,0.0746,0.0066
perturbation_PD1_KO,PD1_KO,rules,123,24,0.7932,0.05,0.0727,0.0727,0.0114
perturbation_PD1_KO,PD1_KO,rules,123,25,0.8084,0.035,0.0864,0.0397,0.0304
perturbation_PD1_KO,PD1_KO,rules,123,26,0.8333,0.0305,0.0915,0.0305,0.0141
perturbation_PD1_KO,PD1_KO,rules,123,27,0.8489,0.012,0.1031,0.0192,0.0168
perturbation_PD1_KO,PD1_KO,rules,123,28,0.8686,0.0122,0.0827,0.0268,0.0097
perturbation_PD1_KO,PD1_KO,rules,123,29,0.8794,0.0126,0.0503,0.0578,0
perturbation_PD1_KO,PD1_KO,rules,123,30,0.8705,0.0181,0.0389,0.0674,0.0052
perturbation_PD1_KO,PD1_KO,rules,42,1,0.6491,0.1359,0.1176,0.073,0.0243
perturbation_PD1_KO,PD1_KO,rules,42,2,0.6687,0.1341,0.1118,0.0691,0.0163
perturbation_PD1_KO,PD1_KO,rules,42,3,0.6491,0.1521,0.1116,0.0669,0.0203
perturbation_PD1_KO,PD1_KO,rules,42,4,0.644,0.174,0.102,0.07,0.01
perturbation_PD1_KO,PD1_KO,rules,42,5,0.6212,0.1944,0.1042,0.0681,0.012
perturbation_PD1_KO,PD1_KO,rules,42,6,0.6378,0.1811,0.0966,0.0644,0.0201
perturbation_PD1_KO,PD1_KO,rules,42,7,0.642,0.194,0.086,0.06,0.018
perturbation_PD1_KO,PD1_KO,rules,42,8,0.644,0.202,0.078,0.062,0.014
perturbation_PD1_KO,PD1_KO,rules,42,9,0.6487,0.1896,0.0818,0.0699,0.01
perturbation_PD1_KO,PD1_KO,rules,42,10,0.6433,0.1723,0.1102,0.0561,0.018
perturbation_PD1_KO,PD1_KO,rules,42,11,0.6627,0.1437,0.1297,0.0459,0.018
perturbation_PD1_KO,PD1_KO,rules,42,12,0.664,0.1372,0.1372,0.0457,0.0159
perturbation_PD1_KO,PD1_KO,rules,42,13,0.6594,0.1564,0.1287,0.0396,0.0158
perturbation_PD1_KO,PD1_KO,rules,42,14,0.6647,0.1448,0.1389,0.0476,0.004
perturbation_PD1_KO,PD1_KO,rules,42,15,0.6479,0.1388,0.1429,0.0604,0.0101
perturbation_PD1_KO,PD1_KO,rules,42,16,0.6566,0.1232,0.1293,0.0747,0.0162
perturbation_PD1_KO,PD1_KO,rules,42,17,0.67,0.1093,0.1235,0.087,0.0101
perturbation_PD1_KO,PD1_KO,rules,42,18,0.6715,0.1109,0.1068,0.1027,0.0082
perturbation_PD1_KO,PD1_KO,rules,42,19,0.6674,0.1102,0.1227,0.079,0.0208
perturbation_PD1_KO,PD1_KO,rules,42,20,0.6851,0.1022,0.1145,0.0757,0.0225
perturbation_PD1_KO,PD1_KO,rules,42,21,0.7128,0.0835,0.0978,0.0815,0.0244
perturbation_PD1_KO,PD1_KO,rules,42,22,0.752,0.063,0.0894,0.0671,0.0285
perturbation_PD1_KO,PD1_KO,rules,42,23,0.7841,0.0611,0.0733,0.0794,0.002
perturbation_PD1_KO,PD1_KO,rules,42,24,0.7752,0.0546,0.084,0.0651,0.021
perturbation_PD1_KO,PD1_KO,rules,42,25,0.7936,0.0383,0.0851,0.0574,0.0255
perturbation_PD1_KO,PD1_KO,rules,42,26,0.8184,0.0219,0.0941,0.0525,0.0131
perturbation_PD1_KO,PD1_KO,rules,42,27,0.8269,0.0114,0.0888,0.0501,0.0228
perturbation_PD1_KO,PD1_KO,rules,42,28,0.8519,0.0116,0.0718,0.0602,0.0046
perturbation_PD1_KO,PD1_KO,rules,42,29,0.8634,0.0122,0.0659,0.0439,0.0146
perturbation_PD1_KO,PD1_KO,rules,42,30,0.8765,0.0099,0.0543,0.0494,0.0099
perturbation_PD1_KO,PD1_KO,rules,456,1,0.6347,0.1397,0.1238,0.0838,0.018
perturbation_PD1_KO,PD1_KO,rules,456,2,0.64,0.136,0.108,0.096,0.02
perturbation_PD1_KO,PD1_KO,rules,456,3,0.6462,0.1423,0.1126,0.0751,0.0237
perturbation_PD1_KO,PD1_KO,rules,456,4,0.6362,0.1712,0.0875,0.0856,0.0195
perturbation_PD1_KO,PD1_KO,rules,456,5,0.6306,0.1934,0.0832,0.0754,0.0174
perturbation_PD1_KO,PD1_KO,rules,456,6,0.6216,0.2104,0.0869,0.0521,0.029
perturbation_PD1_KO,PD1_KO,rules,456,7,0.6357,0.2087,0.0892,0.0607,0.0057
perturbation_PD1_KO,PD1_KO,rules,456,8,0.6031,0.2233,0.0897,0.0573,0.0267
perturbation_PD1_KO,PD1_KO,rules,456,9,0.6189,0.2151,0.1,0.0585,0.0075
perturbation_PD1_KO,PD1_KO,rules,456,10,0.5989,0.2203,0.113,0.0584,0.0094
perturbation_PD1_KO,PD1_KO,rules,456,11,0.6141,0.1863,0.1369,0.0456,0.0171
perturbation_PD1_KO,PD1_KO,rules,456,12,0.6229,0.1707,0.1501,0.0394,0.0169
perturbation_PD1_KO,PD1_KO,rules,456,13,0.6259,0.1654,0.1485,0.0508,0.0094
perturbation_PD1_KO,PD1_KO,rules,456,14,0.6231,0.1648,0.1439,0.0587,0.0095
perturbation_PD1_KO,PD1_KO,rules,456,15,0.6305,0.1371,0.1486,0.0743,0.0095
perturbation_PD1_KO,PD1_KO,rules,456,16,0.6355,0.1267,0.1481,0.078,0.0117
perturbation_PD1_KO,PD1_KO,rules,456,17,0.6561,0.1034,0.1412,0.0795,0.0199
perturbation_PD1_KO,PD1_KO,rules,456,18,0.6812,0.101,0.1248,0.0752,0.0178
perturbation_PD1_KO,PD1_KO,rules,456,19,0.6822,0.1235,0.1154,0.0648,0.0142
perturbation_PD1_KO,PD1_KO,rules,456,20,0.6926,0.1148,0.1209,0.0635,0.0082
perturbation_PD1_KO,PD1_KO,rules,456,21,0.7058,0.0905,0.1091,0.0782,0.0165
perturbation_PD1_KO,PD1_KO,rules,456,22,0.7331,0.0784,0.1017,0.0678,0.0191
perturbation_PD1_KO,PD1_KO,rules,456,23,0.7656,0.0667,0.0817,0.0731,0.0129
perturbation_PD1_KO,PD1_KO,rules,456,24,0.783,0.0604,0.0783,0.0649,0.0134
perturbation_PD1_KO,PD1_KO,rules,456,25,0.7972,0.0553,0.0783,0.0461,0.023
perturbation_PD1_KO,PD1_KO,rules,456,26,0.8233,0.0209,0.0884,0.0628,0.0047
perturbation_PD1_KO,PD1_KO,rules,456,27,0.8278,0.0048,0.0909,0.055,0.0215
perturbation_PD1_KO,PD1_KO,rules,456,28,0.8639,0.005,0.0718,0.0545,0.005
perturbation_PD1_KO,PD1_KO,rules,456,29,0.8677,0.0076,0.0611,0.0534,0.0102
perturbation_PD1_KO,PD1_KO,rules,456,30,0.8724,0.0104,0.0573,0.0339,0.026
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,1,0.6505,0.1455,0.1051,0.0848,0.0141
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,2,0.6488,0.1612,0.0868,0.0806,0.0227
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,3,0.6598,0.1577,0.0934,0.0768,0.0124
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,4,0.6576,0.1608,0.0898,0.0668,0.0251
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,5,0.6963,0.1384,0.0806,0.0702,0.0145
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,6,0.6889,0.1566,0.0856,0.0501,0.0188
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,7,0.6846,0.168,0.0934,0.0394,0.0145
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,8,0.6742,0.1794,0.0969,0.0371,0.0124
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,9,0.6715,0.1653,0.1074,0.0393,0.0165
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,10,0.6953,0.1391,0.1104,0.0532,0.002
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,11,0.6667,0.15,0.1146,0.0646,0.0042
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,12,0.6695,0.1506,0.1025,0.0649,0.0126
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,13,0.687,0.1197,0.1176,0.0567,0.0189
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,14,0.7015,0.0981,0.1253,0.0585,0.0167
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,15,0.7211,0.0723,0.1219,0.0702,0.0145
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,16,0.6854,0.1062,0.1229,0.075,0.0104
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,17,0.6813,0.1187,0.1042,0.0813,0.0146
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,18,0.6896,0.1062,0.1229,0.0625,0.0187
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,19,0.6946,0.1192,0.0941,0.0669,0.0251
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,20,0.7273,0.1095,0.0744,0.0723,0.0165
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,21,0.7233,0.1237,0.0629,0.0692,0.021
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,22,0.7438,0.1271,0.0437,0.0854,0
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,23,0.7532,0.0681,0.0915,0.0596,0.0277
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,24,0.7894,0.0574,0.0766,0.0596,0.017
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,25,0.8093,0.0424,0.0847,0.0424,0.0212
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,26,0.828,0.0387,0.0882,0.0258,0.0194
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,27,0.8472,0.048,0.0721,0.0328,0
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,28,0.8529,0.0253,0.0897,0.0207,0.0115
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,29,0.8662,0.0219,0.0462,0.0608,0.0049
perturbation_CTLA4_KO,CTLA4_KO,deepseek,123,30,0.8738,0.0223,0.0396,0.0594,0.005
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,1,0.6557,0.127,0.125,0.0676,0.0246
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,2,0.6829,0.1205,0.1121,0.0677,0.0169
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,3,0.6716,0.1305,0.1095,0.0653,0.0232
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,4,0.6744,0.1534,0.0945,0.0672,0.0105
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,5,0.6849,0.1429,0.0945,0.063,0.0147
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,6,0.6632,0.1705,0.0884,0.0589,0.0189
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,7,0.6715,0.1757,0.0774,0.0607,0.0146
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,8,0.6577,0.1929,0.0726,0.0622,0.0145
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,9,0.6563,0.1863,0.0828,0.0642,0.0104
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,10,0.6736,0.1488,0.1095,0.0517,0.0165
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,11,0.6667,0.1481,0.1276,0.0432,0.0144
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,12,0.6585,0.1697,0.1125,0.0429,0.0164
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,13,0.6707,0.1484,0.128,0.0386,0.0142
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,14,0.6727,0.1455,0.1313,0.0465,0.004
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,15,0.6837,0.1102,0.1388,0.0592,0.0082
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,16,0.6701,0.1203,0.1245,0.0705,0.0145
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,17,0.6771,0.1313,0.1,0.0813,0.0104
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,18,0.68,0.1074,0.1263,0.0758,0.0105
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,19,0.6801,0.1017,0.1165,0.0847,0.0169
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,20,0.7017,0.084,0.1092,0.0777,0.0273
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,21,0.7226,0.0787,0.1014,0.0745,0.0228
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,22,0.7604,0.0771,0.0729,0.0875,0.0021
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,23,0.7611,0.0529,0.0951,0.0634,0.0275
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,24,0.7949,0.0449,0.0662,0.0726,0.0214
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,25,0.8207,0.0316,0.0612,0.0696,0.0169
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,26,0.8333,0.0281,0.0628,0.0563,0.0195
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,27,0.8499,0.0353,0.0552,0.0574,0.0022
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,28,0.8486,0.0275,0.0665,0.0206,0.0367
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,29,0.8902,0.0275,0.0435,0.0275,0.0114
perturbation_CTLA4_KO,CTLA4_KO,deepseek,42,30,0.9049,0.0255,0.0348,0.0325,0.0023
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,1,0.6398,0.1348,0.1207,0.0865,0.0181
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,2,0.6508,0.1322,0.1095,0.0909,0.0165
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,3,0.6667,0.1313,0.1042,0.0771,0.0208
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,4,0.666,0.1505,0.0784,0.0845,0.0206
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,5,0.6973,0.135,0.0777,0.0757,0.0143
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,6,0.6653,0.1726,0.079,0.0561,0.027
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,7,0.6714,0.1776,0.0796,0.0653,0.0061
perturbation_CTLA4_KO,CTLA4_KO,deepseek,456,8,0.6466,0.1996,0.0769,0.0561,0.0208
